date,user_id,department_id,shift,category,severity,text,actions,date_resolved,status
5/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,c69e905b-76c4-435c-b456-94ea24a77db7,-,Staffing / Attendance,Med,Sandra took three 10 minute breaks instead of 2 tens and a lunch ,[],5/14/2026,Resolved
5/11/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Staffing / Attendance,Med,"While helping in the inspection area, I noticed that Sandra was unloading Casino, which caused the bagger to stop for approximately 20 minutes. I reminded her that on Mondays and Tuesdays, due to the large amount of work we have, it is important to do this at the end once Casino is completely finished, so we only have to stop the system one time and can use all 5 arms.",[],5/12/2026,Resolved
5/5/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Metalprogetti,Med,"Due to the new Casino assembly process, we have had to continuously unload Casino garments throughout the process, which has slowed down the assembly of the remaining orders and caused delays in production.

While speaking with Karina, I asked her if it would be easier to wait until Casino was completely unloaded and then do the unloading all at once, allowing the team to focus only on organizing everything numerically afterward.

",[],5/6/2026,Resolved
5/5/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Staffing / Attendance,Med,"I helped Sean locate a sport coat that was missing. I found it in Post Steam, where Ms. Mary had placed it. I let her know that it was an “58c22525-e091-4d3d-8470-311ea75fa7a2 Only” order and that we should prioritize completing those orders first.",[],5/6/2026,Resolved
4/20/2026,3ef94c1d-6d70-4722-a667-33b08990b381,c69e905b-76c4-435c-b456-94ea24a77db7,-,Training & Skill Development,Low,Let Sandra know about the Paycom forms. Omar helped her with her questions,[],4/21/2026,Resolved
4/13/2026,38415b1a-3ed4-42ac-8fce-62f64525cdd7,c69e905b-76c4-435c-b456-94ea24a77db7,-,Staffing / Attendance,Low,Karina requested off this Thursday ,[],4/14/2026,Resolved
3/25/2026,38415b1a-3ed4-42ac-8fce-62f64525cdd7,c69e905b-76c4-435c-b456-94ea24a77db7,-,Staffing / Attendance,Low," CEA, KATIE has 1 paycom form to sign ",[],3/26/2026,Resolved
3/24/2026,3ef94c1d-6d70-4722-a667-33b08990b381,c69e905b-76c4-435c-b456-94ea24a77db7,-,Staffing / Attendance,Med,Isabel no call no show,[],3/25/2026,Resolved
3/23/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Training & Skill Development,Low,"Due to the changes we are currently implementing, we don’t have someone assigned to help with comforter assembly. I stepped in to complete them and left a rack for Mericia so she could assist once she finished her inspection tasks.

I’m already working with Dylan on a plan to delegate this responsibility to someone else moving forward.",[],3/24/2026,Resolved
3/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,c69e905b-76c4-435c-b456-94ea24a77db7,-,Process Deviation,Med,End of day count seemed high after I had scanned everything,[],3/14/2026,Resolved
3/2/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Equipment / Maintenance,Med,The bagger machine is misaligned from the arm.,[],3/3/2026,Resolved
2/18/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Quality Control,Low,Special packaged order. Lucas Desing,[],2/19/2026,Resolved
2/18/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Metalprogetti,High,"The Metalprogetti continued having problems, It wouldn’t stop spinning.",[],2/19/2026,Resolved
2/18/2026,3ef94c1d-6d70-4722-a667-33b08990b381,c69e905b-76c4-435c-b456-94ea24a77db7,-,SMRT ,High,Still continiuing issue with Casino being loaded onto the conveyor,[],2/19/2026,Resolved
2/18/2026,3ef94c1d-6d70-4722-a667-33b08990b381,c69e905b-76c4-435c-b456-94ea24a77db7,-,Metalprogetti,High,Casino Orders still loading onto the dispatch conveyor instead of the rejection arm,[],2/19/2026,Resolved
2/18/2026,3ef94c1d-6d70-4722-a667-33b08990b381,c69e905b-76c4-435c-b456-94ea24a77db7,-,Metalprogetti,High,Casino Orders still loading onto the dispatch conveyor instead of the rejection arm,[],2/19/2026,Resolved
4/7/2026,3ef94c1d-6d70-4722-a667-33b08990b381,f819cb77-df55-40e7-99a0-1e65cc82f586,-,Training & Skill Development,Med,Hemda Arad informed us shirts are being folded in hald down the chest. Can we follow up with WB to ensure items are being folded correctly. ,[],4/8/2026,Resolved
7/15/2026,201912ce-f2b9-445a-8112-9f63229cd484,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Quality Control,Med,"I left the apron strap in the same place as yesterday. It still has an odor, and I noticed it's actually gotten a little stronger. I also noticed that it's starting to peel.",[],7/16/2026,Resolved
5/16/2026,3ef94c1d-6d70-4722-a667-33b08990b381,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Process Deviation,Med,After the girls left I went back through to double check the sorted items and found 8 orders out of place all on the wrong rail. need to to re-emphasize the importance of making sure everything is in corrrect order.  ,[],5/17/2026,Resolved
5/2/2026,201912ce-f2b9-445a-8112-9f63229cd484,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Training & Skill Development,Low,"I gave Elena the garment symbol reference, and I also showed her how to scan and the possible errors that can occur in the convert.",[],5/3/2026,Resolved
4/19/2026,3ef94c1d-6d70-4722-a667-33b08990b381,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Process Deviation,High,Some of the items Lizbeth put to the side that she had trouble scanning said they were already bagged. I found the bags and found an item for another employee were bagged in it's place. At first I couldn't figure out why different items were getting bagged and then I saw that Lizbeth was just clearing errors that appeared on the scanning screen without reading or looking into it. So she must have put different items in the slot then the one she scanned. I let her know that all errors she has to read first but I do not think she fully understood me. I also noticed the RFID scanner was placed incorrectly in the holder and caused items to hit it when it when they passed under causing several of the errors I saw.,[],4/20/2026,Resolved
4/18/2026,201912ce-f2b9-445a-8112-9f63229cd484,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Training & Skill Development,Med,"Marcela started her training in Casino. She began by separating garments. I also trained her on the shirt washing cycles and how to touch up shirts. Additionally, she started loading garments into the conveyor system (convert).",[],4/19/2026,Resolved
4/12/2026,3ef94c1d-6d70-4722-a667-33b08990b381,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Process Deviation,Med,I found a casino sweater left in a wire basket at the side of the PFF. Looks like it had fallen off an no one picked it up and sent through on Saturday. Already spoke to Omar and Lizbeth about double checking all ares when turning off machines and cleaning,[],4/13/2026,Resolved
3/21/2026,201912ce-f2b9-445a-8112-9f63229cd484,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Training & Skill Development,Low,lizbeth helpme with the pants,[],3/22/2026,Resolved
3/8/2026,3ef94c1d-6d70-4722-a667-33b08990b381,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Quality Control,High,Found a pen in the DC machine after cleaning. Luckily it did not break,[],3/9/2026,Resolved
3/6/2026,201912ce-f2b9-445a-8112-9f63229cd484,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Staffing / Attendance,Low,Casino Was late for a half hour,[],3/7/2026,Resolved
6/1/2026,3ef94c1d-6d70-4722-a667-33b08990b381,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Customer / Account Impact,Low,Helped customer SueAnn Hohimer with a large rug that Will let me know was coming. Drivers brought it inside and I Marked it in. Gave her verbal quote based on size and sent release which she approved of both. Should send out tomorrow to clean and will need to coordinate delivery with the customer so we can have 2 people deliver this rug and possibly take it inside her home due to the size and weight.,[],6/2/2026,Resolved
4/20/2026,3ef94c1d-6d70-4722-a667-33b08990b381,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Process Deviation,High,No shut the front door leading outside. The door stopper was still holding the door open. Was not shut by Lizbeth when she left. ,[],4/21/2026,Resolved
4/15/2026,201912ce-f2b9-445a-8112-9f63229cd484,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Training & Skill Development,Med,I noticed Elizabeth was walking around Helena’s looking concerned and searching for someone. I approached her and asked if she needed help. She told me she was looking for Dylan because she had a RUSH order for tomorrow. I showed her that in the Mark In area there is a red bin used exclusively for Rush orders.,[],4/16/2026,Resolved
3/24/2026,3ef94c1d-6d70-4722-a667-33b08990b381,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Process Deviation,Med,Sara came to me and asked if I could process a refund for a customer regarding the comforter promotion and the item sent in being a quilt.,[],3/25/2026,Resolved
3/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Process Deviation,Low,Lobby door was not closed.,[],3/14/2026,Resolved
3/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Process Deviation,Low,Lobby door was not closed.,[],3/14/2026,Resolved
4/30/2026,3ef94c1d-6d70-4722-a667-33b08990b381,010608f5-a067-4244-9d40-074281c6d8dd,-,Customer / Account Impact,High,"Undetailed order on Lot manager for today was a Same Day a customer brought in at 6 am. No one saw it this morning, and all CSR's and leads were in a meeting so I detailed and pushed to cleaning. Customer Martin Wenglinsky also added a note I was unsure about as it said to box the shirts and double bag?",[],5/1/2026,Resolved
3/3/2026,3ef94c1d-6d70-4722-a667-33b08990b381,010608f5-a067-4244-9d40-074281c6d8dd,-,Customer / Account Impact,Low,Raquel is charged fulled price for filled jacket and not the staff discount,[],3/4/2026,Resolved
8/16/2026,3ef94c1d-6d70-4722-a667-33b08990b381,30642f55-bf46-490f-a9f9-806424c44a31,-,Staffing / Attendance,Med,Vince left shift middway thru as he was sick and throwing up. Fran covered the second half of the day and took Armoire and the Hotel deliveries,[],8/17/2026,Resolved
4/14/2026,3ef94c1d-6d70-4722-a667-33b08990b381,30642f55-bf46-490f-a9f9-806424c44a31,-,Customer / Account Impact,High,USSF soccer is late as the driver did not pick up the bags. Serafin is sending another driver now to pick up but is already 8:15,[],4/15/2026,Resolved
3/31/2026,3ef94c1d-6d70-4722-a667-33b08990b381,30642f55-bf46-490f-a9f9-806424c44a31,-,Process Deviation,Med,Saw Julio open a soda on the production floor while we was walking through and was talking in the Armoire area. Informed Serafin so he could talk to Julio about it ,[],4/1/2026,Resolved
3/21/2026,201912ce-f2b9-445a-8112-9f63229cd484,30642f55-bf46-490f-a9f9-806424c44a31,-,Staffing / Attendance,Low,,[],3/22/2026,Resolved
3/15/2026,3ef94c1d-6d70-4722-a667-33b08990b381,30642f55-bf46-490f-a9f9-806424c44a31,-,Process Deviation,Med,Astra Hotel Same day order wasn't picked up in the morning,[],3/16/2026,Resolved
2/18/2026,3ef94c1d-6d70-4722-a667-33b08990b381,30642f55-bf46-490f-a9f9-806424c44a31,-,Equipment / Maintenance,Low,Kenny is using some of our tools so could not lock up the toolbox before leaving.,[],2/19/2026,Resolved
7/31/2026,3ef94c1d-6d70-4722-a667-33b08990b381,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Equipment / Maintenance,Low,all 4 filter valves are opened for Brandon to change the filter tomorrow,[],8/1/2026,Resolved
4/23/2026,37f3118a-7132-47da-a008-c5b2976e1bff,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Staffing / Attendance,Med,Dylan and Omar - David the tech guy will be in tonight at 5pm to swap out the cameras in the lead office ,[],4/24/2026,Resolved
3/30/2026,3ef94c1d-6d70-4722-a667-33b08990b381,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Process Deviation,Med,"Following up on a couple of recent rush orders to make sure we’re all aligned. Last week we had one that wasn’t marked as rush, and today another one for Peterson Laura  only part of it was marked correctly. Once garments reach the production floor without that tag, it becomes very difficult to identify and prioritize them, please double check with the team to make sure they understand the importance of this, thank you.",[],3/31/2026,Resolved
3/30/2026,7b9f0fa6-26fb-449b-9946-632d8c6a57a8,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Equipment / Maintenance,High,"Katie around 8:20 told me she saw that the roof was leaking water where the dry clean washers are. I immediately went to check, and it was the water tank that was leaking. Then I told Carlos what was happening.",[],3/31/2026,Resolved
3/25/2026,3ef94c1d-6d70-4722-a667-33b08990b381,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Equipment / Maintenance,Med,Solvent in the button trap after loads.,[],3/26/2026,Resolved
2/24/2026,7b9f0fa6-26fb-449b-9946-632d8c6a57a8,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Staffing / Attendance,Low,I left two special orders—one that requires special care and the other for spot and brightening.,[],2/25/2026,Resolved
8/8/2026,201912ce-f2b9-445a-8112-9f63229cd484,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,"The containers where we dispose of the solvent waste removed when cleaning the stills on the DC machines are almost completely full. We only have about 3/4 of one container left available, so we will need more space soon.",[],8/9/2026,Resolved
7/19/2026,201912ce-f2b9-445a-8112-9f63229cd484,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,High,"At 9:20 a.m., the GE team asked me for hangers because they had run out. When I went outside to the container to get more, I noticed that the white tents that had been outside near the container were gone. It appears that someone stole them.",[],7/20/2026,Resolved
6/1/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,Sam's Iron was leaking water when trying to use steam. Spoke to Brandon and he had tried to slice a damaged wire before as we did not currently have a new iron ordered yet. There was extra wiring so I was able to cut all the wires several inshes shorter and then re-wire the iron so it is working correctly. Brandon will double check in the morning to make sure it is wired correctly as this was my first time wiring an iron by myself. Was not leaking when i tested myself.,[],6/2/2026,Resolved
5/20/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Low,"Changed out the light bulb in the women's restroom, however the bulbs we had on hand our a different shade",[],5/21/2026,Resolved
5/17/2026,201912ce-f2b9-445a-8112-9f63229cd484,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,High,"Sanjay had mentioned to me that he was going to buy breakfast and left the boiler running, but while I was doing rounds around the Wet Clean stations, I noticed that the boiler was not on. I also noticed that the steam pressure was dropping quickly, and while I was recording a video, the boiler turned back on and started functioning again. Sanjay was notified, and he came back and continued working on the boiler.",[],5/18/2026,Resolved
5/17/2026,201912ce-f2b9-445a-8112-9f63229cd484,159bc2b7-001d-45d6-86e9-14819d337550,-,Safety / Risk,Med,Sanjay asked me for my key so he could enter Helena’s. He mentioned that he would come back later to finish repairing the boiler. I will not leave the alarm activated.,[],5/18/2026,Resolved
4/25/2026,201912ce-f2b9-445a-8112-9f63229cd484,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,"In the last DC load, I noticed that in machine #3, there was chemical in the button trap. I sent a photo to Brandon, and I’ll follow up again tomorrow.",[],4/26/2026,Resolved
4/16/2026,201912ce-f2b9-445a-8112-9f63229cd484,159bc2b7-001d-45d6-86e9-14819d337550,-,Safety / Risk,High,"During one of my walkthroughs around Helena’s, I noticed some water on the floor near the washers, which appeared to be coming from the spotting area. When I approached, I saw Mari cleaning it up, along with a bucket that had tipped over next to the Delta towels.

When I checked in with her, she explained that while working on stain removal, she had the towels soaking in hot water. At some point, one of the wheels on the bucket gave out, causing it to tip over and spill the water.",[],4/17/2026,Resolved
4/8/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Low,Kenny is working on fixing the drapery Hot head. Was not finished by the time I left so it will need to be double checked tomorrow,[],4/9/2026,Resolved
4/8/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,"Part of the Chicago Press issue, the reverse function would not work as the base of the knob was free spinning and didn't recognize the commnd of switching directions. I manually tightened this from the inside and got it to stay, but a new switch may be needed to prevent in the future. This will also need to be apart of a weekly check to ensure all button and switches are performing correctly. Along with checking the buttons and gresing the machine, I am not familiar enough with the rest of the maintenance, I will sit down with Brandon so we can come with a checklist we can add to Invenasset and ensure it is being checked every week",[],4/9/2026,Resolved
3/30/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,Need to call Union to order a Button trap valve and comfirm the PSI readings for the DECO and filters and what is which,[],3/31/2026,Resolved
3/16/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Low,The old shirts collar cone needs to be sold or thrown away,[],3/17/2026,Resolved
2/26/2026,201912ce-f2b9-445a-8112-9f63229cd484,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Low,Broken start button on the shirt machine.,[],2/27/2026,Resolved
2/24/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,High,new Boiler wasn't turning on,[],2/25/2026,Resolved
2/24/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,Air Hose for Pant topper is damaged and leaking air,[],2/25/2026,Resolved
8/17/2026,201912ce-f2b9-445a-8112-9f63229cd484,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Med,"i left 4 pieces to check them, all of them came from alt, but we check a few more holes or damages ",[],8/18/2026,Resolved
7/26/2026,201912ce-f2b9-445a-8112-9f63229cd484,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Process Deviation,Med,we done with kavu orders. ,[],7/27/2026,Resolved
7/20/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Low,"Nayeli, planned day off. Zaydi covering in shirts",[],7/21/2026,Resolved
7/17/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Low,Alma planned day off. Zaydi moved to shirts to help. Lidai left solo,[],7/18/2026,Resolved
7/3/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Med,Santos could nopt come to work due to bus shutdown for the holiday,[],7/4/2026,Resolved
7/3/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Med,"Raquel, planned day off",[],7/4/2026,Resolved
6/23/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Med,Juana out sick. maricarmen covering sheets and Evelyn covering sweaters,[],6/24/2026,Resolved
4/8/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Customer / Account Impact,Med,"Tablecloth got caught in the Chicago press and got tangle up in the machine and under heat for extended period. After we finally got it free, had some burn marks and a couple small tears. Left on Brandon's door to inspect but customer notification will be required. Ran the was sheet through to clean the roller and didn't have any issues",[],4/9/2026,Resolved
2/18/2026,201912ce-f2b9-445a-8112-9f63229cd484,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Low,Carlos Cabrera left stickers at his workstation,[],2/19/2026,Resolved
4/7/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9f94c322-9196-4524-b4c9-90aaa19cc883,-,Process Deviation,Med,Talked to the Grand Event girls about how they should be foldng the tablclothes and following the existing lines. Not folding and creating new ones,[],4/8/2026,Resolved
5/20/2026,37f3118a-7132-47da-a008-c5b2976e1bff,44344ef9-2722-47ce-bc1c-3e9d224ca8ff,-,Equipment / Maintenance,High,"Old Hot Head press is down for sheets. Water coming out, sheets have to work slower since they don't have this machine.",[],5/21/2026,Resolved
3/10/2026,201912ce-f2b9-445a-8112-9f63229cd484,44344ef9-2722-47ce-bc1c-3e9d224ca8ff,-,Quality Control,Low,Comforter Barkley Jessica 20734857,[],3/11/2026,Resolved
8/2/2026,201912ce-f2b9-445a-8112-9f63229cd484,061c940a-3dba-4654-98cc-1a83be88cc46,-,Quality Control,Med,Today we detected that one strap arrived with a very strong perfume odor. I left it in Brandon's office so he can inspect and verify the issue.,[],8/3/2026,Resolved
7/17/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Staffing / Attendance,Low,Brenda Planned day off,[],7/18/2026,Resolved
7/16/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Equipment / Maintenance,High,"Button sewing machine isn't working correctly. It is finishing buttons really loosely and then taking the thread out of the eye of the needle. Already tried to change the needle, thread and relubricated the machine but no fix yet. Sent remaining buttons to Seamstress.",[],7/17/2026,Resolved
7/1/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Training & Skill Development,Med,Mericia tested Brenda on Shirt Laundry and she passed the selected pieces. mericia filled out sheet and will hold onto until the DC portion is completed,[],7/2/2026,Resolved
7/1/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Training & Skill Development,High,Talked to Mericia about gathering IAB and reiterating the importance of scanning all pieces to the correct locatio when moving them as well as making sure to correctly send items to pressing or spotting if they need to be touch uped. This way the piece history can be the most accuate and will have easier time locating specific pieces,[],7/2/2026,Resolved
5/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Staffing / Attendance,High,Erika Cortez quit effective immeadietly,[],5/14/2026,Resolved
5/11/2026,41c1fe40-34fb-40da-985a-dd4318f47c74,061c940a-3dba-4654-98cc-1a83be88cc46,-,Staffing / Attendance,Low,Brandon test test ,[],5/12/2026,Resolved
4/29/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Staffing / Attendance,Low,Erika had to leave at  10 due to a family emergency. Said she could come back in maybe an hour but not sure ,[],4/30/2026,Resolved
4/7/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Process Deviation,Med,Several 58c22525-e091-4d3d-8470-311ea75fa7a2s came to inspection without the alts marked in SMRT. All were scanned to 58c22525-e091-4d3d-8470-311ea75fa7a2s by Elizabeth and had the Approved Special care added to the item. Needs review of alt SOP,[],4/8/2026,Resolved
3/31/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Training & Skill Development,High,I saw Sandra was inspecting sweaters on her second day. Found that she had nothing to scan and Edith taught her how to do sweaters next to her. I notified Jonni and Sean of this so they can speak to Vanessa and Sandra about her current training path. I spoke to Edith to let her know that while we appreciate her attentiveness to help train. We need to follow Jonni and Sean's training plan first and then properly set up her Inspection training under supervision.,[],4/1/2026,Resolved
3/10/2026,201912ce-f2b9-445a-8112-9f63229cd484,061c940a-3dba-4654-98cc-1a83be88cc46,-,Staffing / Attendance,Low,Meeting witg Inpeccion and assembly team,[],3/11/2026,Resolved
2/26/2026,201912ce-f2b9-445a-8112-9f63229cd484,061c940a-3dba-4654-98cc-1a83be88cc46,-,Quality Control,Med, Smith Courtney dress 20733658,[],2/27/2026,Resolved
8/5/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Quality Control,Med,"Hi Brandon,

I left you a jacket that has poly on it. It belongs to the account Lizzie Mintus.

Marisela told me that authorization had been requested from the customer before cleaning it. The jacket was not cleaned here at Helena's.

The rest of the or",[],8/6/2026,Resolved
7/29/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Process Deviation,Med,"Hi Brandon, we left you three items: two long dresses that we weren't able to determine whether they arrived that way because the camera doesn't zoom in far enough to capture that area. As for the jacket, it came in with all of its buttons, but they did not come out of the dry cleaning machine.",[],7/30/2026,Resolved
7/19/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Process Deviation,Med,"I noticed there were rush orders for both the hotels and Aramark. I completed washing the hotel rush order and left a note indicating that it was ready to be hung. I also started working on the Aramark rush order, but there were still a few pieces left to finish. I left several chef coats soaking and informed the morning shift so they could wash them.",[],7/20/2026,Resolved
7/14/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Staffing / Attendance,Med,Evelyn is requesting to leave work for one hour and return as soon as she finishes her personal matter. She plans to leave at 8:40 and return at 9:30 on Thursday.,[],7/15/2026,Resolved
7/14/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Safety / Risk,High,"Around 3:30pm a possible shirtless homeless man was on a bike and stopped right at the open garage door near the sheets, he was talking loudly to try and get the attention of the sheets team so I went over to him to tell him to leave. he pointed at the Armoire clothing outside under the awning and asked if that was garbage and he could take it. I told him no and that they were ours and he couldn't take any. he then proceeded to leave and I watched until he rounded the corner. I made sure to let Mericia and Omar know if they see him again to let me know.",[],7/15/2026,Resolved
7/3/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Staffing / Attendance,High,"Due to multpile call outs we will have some employees getting OT, Alex, Maria M, Nelly. Will minimize as much as possible",[],7/4/2026,Resolved
6/8/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Staffing / Attendance,Med,"I asked Marisela if she could help us with shirt touch-ups, which caused her to leave a little later than usual. There were still many garments in Inspection that needed to be inspected, folded, and organized.",[],6/9/2026,Resolved
6/1/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Staffing / Attendance,Med,Koko mentioned that he has an appointment tomorrow and will need to leave around 3:00 PM.,[],6/2/2026,Resolved
5/27/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Staffing / Attendance,High,"Due to multiple orders being left outside of the conveyor and redirected through the arm, we ended up leaving 3 rails with route and store garments pending.",[],5/28/2026,Resolved
5/20/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Process Deviation,High,"“We found a sport coat and a pair of pants that came from 58c22525-e091-4d3d-8470-311ea75fa7a2s and were marked as rush. However, there were no details or notes attached. The customer’s name is Gustavo Berrizbeitia. I left them by Jonni’s door.",[],5/21/2026,Resolved
5/20/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Training & Skill Development,Med,Talked to Carlos T about the cancellation of Armiore Flex Job Cost and the need to watch everyone's hours. If he does need people to stay longer to hit the peice goal then he needs to spread the hours through all the staff and not just having 1 person stay longer each night so the hours can be balanced,[],5/21/2026,Resolved
5/19/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Customer / Account Impact,High,"We could not locate a date specific order for Andrew Araujo. After reviewing camera footage I saw it was a loading error onto the storage conveyor that Steve, the Metal Techician grabbed off the arm but then placed on another slot on the conveyor that did not record the placement. We located it and rebagged as the plastic was ripped. jonni reaching out to customer to see if it can be pushed for delivery tomorrow.",[],5/20/2026,Resolved
